Raccomandabilità,Accoglienza,Esperienza d'acquisto,Esperienza consegna,Test Drive,Qualità esperienza test drive,Overall complessivo generale,Note cliente
10,10,10,10,Si,9.0,10,"Dovrò  , ed è  obbligo per me chiedere aiuto a *** in concessionaria  per quanto riguarda l'infoteinement. L'allestimento è  molto interessante; ovviamente non è  subito facile avere confidenza. Una nota """"negativa"""" è  la mancanza di un book d'istruzi"
8,9,8,9,No,,9,"Non è stata proposta la prova del veicolo pur essendoci recati più volte, nemmeno dopo l'acquisto. Nessun omaggio ricevuto"
10,10,10,10,Si,10.0,10,Attendo ancora bauletto posteriore della moto nuova
10,10,10,10,Non necessario,,10,*** e *** che mi hanno seguito sono stati molto professionali e mi sono trovato benissimo in mezz’ora con *** di chiacchiere ho deciso di comprare la i30 nuova e sono stati velocissimi a consegnarla! D’ora in poi solo li comprerò le mie auto
10,10,10,10,Si,10.0,10,Valutazione positiva principalmente dovuta alla professionalità e cortesia dello staff. *** in primis.
9,9,9,9,Si,9.0,9,"Ho trovato tutto il personale del vostro autosalone preparato, cortese, gentile e sempre disponibile. In pochissimi giorni ho potuto avere la mia auto. Inoltre, qualsiasi mia richiesta o domanda è stata accolta e soddisfatta con grande rapidità. Grazie pe"
9,9,9,9,Non necessario,,9,"Ringrazio i Vs. dipendenti *** e *** per la loro cortesia, disponibilità e competenza ***"
9,9,9,9,Si,9.0,9,"Concessionaria ""TOP"""
8,8,8,7,Non necessario,,8,"Il personale è gentile, corretto e disponibile. La vettura ha sostitituito una precedente sempre con un contratto NLT Alphabet. Non ho chiesto un giro di prova, sarebbe stato impossibile ... Le mie osservazioni da cliente attento e appassionato di auto so"
1,9,1,1,Si,1.0,1,"Mi dispiace ma ci siamo trovati veramente male. Dal venditore ci era stato detto che entro 1settimana avremmo ricevuto autovettura, siamo alla 4settimana di attesa. Ci hanno chiesto di recarci in Autotorino per vedere la macchina e l’abbiamo vista tutta s"
10,10,10,10,Si,10.0,10,La Fiorida? Di quale omaggio si tratta?
10,10,10,10,Si,10.0,10,"Competenza e Professionalità del personale che ci ha seguito,tempi  Di attesa nel ricevere l'autovettura,ma non è dipeso da loro..."
8,8,8,8,No,,8,"Tutto è andato come previsto , un grazie alla *** per la sua disponibilità immediata nel risolvere qualsiasi problema …ma quando si ritira una vettura nuova Mercedes ci si aspetta che sia Linda e brillante non piena di terra rossa nel tappo riforniment"
10,10,10,10,Non necessario,,10,"Personale molto qualificato e molto disponibile, grazie"
10,10,8,8,No,,10,Errore nella preparazione dei documenti riparato egregiamente pulizia schermo strumenti
10,10,10,10,Non necessario,,10,"In merito alla consegna, non è pensabile che un cliente, per perfezionare il passaggio di proprietà del veicolo dato in permuta, debba recarsi (con mezzi propri) in un'agenzia di pratiche auto fuori dalla sede e attendere 40 minuti per formalizzare il tut"
9,9,10,10,Si,10.0,10,Super gradito il pensiero del regalo e il fiocco trovato sull’autovettura al ritiro!
10,10,10,10,Si,10.0,10,Non ho avuto l’omaggio ma mi hanno consegnato la moto con il pieno cosa molto apprezzata
10,10,10,10,Si,10.0,10,come da valutazione delle varie voci indicate il risultato finale e solamente positivo!
10,10,10,10,Si,10.0,10,"Personale gentilissimo sopratutto *** ***, fantastica"
10,10,10,10,Non necessario,,10,"Buongiorno tutto estremamente perfetto e preciso, ho messo sì alla domanda sull’omaggio Az Agricola ma sinceramente non so di che si tratta probabilmente mi è sfuggito. Ringrazio e saluto tutto lo Staff con cui ho avuto il piacere di trattare."
10,10,10,10,Non necessario,,10,Molto soddisfatto del venditore *** che nel corso degli anni mi ha venduto diverse auto nuove. Da ultimo una nuova glc che sta arrivando. Sempre molto preciso ed affidabile. Suggerimenti: incentivare le vendite con campagna tassi su finanziamenti invog
10,10,10,10,Si,10.0,10,"Vista la pubblicità su un social li contatto per un preventivo per una kia sportage gt line, il giorno stesso sono stato contattato da un loro addetto alle vendite il signor. *** *** col quale sono entrato subito in sintonia, persona molto seria,"
10,10,9,9,Si,9.0,9,"La Consegna dell'auto, diversamente da come è avvenuta, a mio modesto parere, dovrebbe avvenire in un LOCALE della Concessionaria NON interrato, bensì, sempre al chiuso ma in un luogo più ampio e luminoso; per il resto, nulla da eccepire."
6,6,4,3,No,,3,Non mi è stato spiegato la funzione dei comandi e altre cose mi hanno detto che mi avrebbero fornito di compressore per gonfiare gli pneumatici ok ma le catene da neve promesse non le ho avute
9,10,9,10,Non necessario,,9,"sia il signor *** (il venditore) che la signora *** (consegna) sono stati molto disponibili e gentili. In particolare la consegna (fase delicata, trattandosi di un veicolo totalmente elettrico e considerando che non ne avevo mai guidato uno) è s"
10,10,10,10,Non necessario,,10,È la terza macchina che ritiro da loro! Mi trovo molto bene e adoro questa cosa dei formaggi e dell’omaggio! Grazie mille!
10,10,10,10,Si,10.0,10,un bel gruppo di lavoro di giovani
10,10,10,10,No,,10,Cordiali disponibili e competenti
10,10,9,10,Non necessario,,10,Tutto ok grazie mille
10,10,10,10,Si,10.0,10,Non so ma nessun omaggio da azienda agricola
5,7,5,5,Non necessario,,4,Tempistiche di correzione documenti errati estenuante.
10,9,10,10,Non necessario,,10,Diciamo che il regalo e’ stato gradito. Avrei preferito piuttosto una vasca in gomma per il baule o il set completo dei tappetini in gomma. Insomma qualcosa da inserire nell’auto.
10,10,10,10,Non necessario,,10,Venditore e consulenza consegna professionali e competenti.
10,10,10,10,No,,10,Non ho ancora ritirato la vettura pertanto non posso rispondere ad alcune domande….. comunque fino ad oggi sono molto soddisfatta
9,9,9,9,Si,9.0,9,nessuno
10,10,10,10,Si,10.0,9,Dopo qualche giorno ho notato alcuni difetti di carrozzeria dovuti ad un assemblaggio non corretto in fabbrica e che da TOYOTA non mi aspettavo proprio. 1) Portiera passeggero posteriore sx non allineata con parafango . 2)catarifrangente del portellone
9,10,9,9,No,,9,"Migliorate i servizi telefonici, perché è difficile entrare in contatto con alcuni servizi."
10,10,10,10,Si,10.0,10,Bisognerebbe estendere la rete Lexus alla provincia di Lecco
10,10,9,10,Si,10.0,10,"Mha...se proprio si vuole trovare un ""problema"" sono gli spazi limitati per i parcheggi esterni... cordiali saluti."
10,10,10,10,Non necessario,,10,Persone molto educate e disponibili. Correttezza nel presentare vettura e precisione nella data consegna anzi anticipata Complimenti veramente bravi
9,10,9,9,Si,9.0,9,"L'unica cosa che non mi ha soddisfatto è stata la quantità di carburante, e batteria, con cui la macchina mi è stata consegnata. Suggerisco di consegnare l'auto con una autonomia di circa 50km."
9,9,6,9,Si,6.0,9,A fredda ritengo che il venditore non e' stato chiarissimo sul costo della vettura nuova e la valutazione dell'usato. In parole semplici ha fatto il suo mestiere per vendere l'auto
10,10,10,10,Non necessario,,10,Omaggiare i clienti con un portachiavi più adeguato.
10,10,10,10,Non necessario,,10,Nessun suggerimento siete TOP
9,9,10,9,No,,9,Non posso rispondere all'ultima domanda perché non ho ancora ritirato l'auto. Credo che l'omaggio sia contestuale al ritiro della vettura
1,8,1,7,No,,1,Gli errori dei vostri collaboratori non deve pagarli l’acquirente Risultato perdita di un cliente
8,9,8,9,Si,10.0,8,"La vettura è molto bella e sono soddisfatto del design e della qualità generale. Tuttavia, alcune caratteristiche che mi erano state inizialmente comunicate non risultano presenti. Inoltre, a causa di problemi tecnici da parte di Mini, abbiamo dovuto rifa"
9,9,10,10,Si,10.0,10,"*** è stata molto professionale, disponibile ed esaustiva dal primo momento fino alla consegna dell’auto. Grazie!"
10,10,10,10,Si,10.0,10,Ringraziamo *** e *** per la professionalità e cortesia.
9,9,9,9,Si,9.0,9,Mi era stato detto che l’omaggio sarebbe consistito in una cena offerta da la Fiorida e così non è  stato. ho trovato tre fette di formaggio di cui due dello stesso tipo.   Comunque 🙏
9,9,8,8,Si,9.0,8,Ad oggi non ho il libretto uso e manutenzione e la APP non funziona
5,5,4,4,Si,7.0,4,"Sebbene in un primo momento il venditore si sia mostrato cortese e ben disposto, quando ho cominciato ad approfondire alcune questioni importanti, è stato poco professionale, diventando anche sgarbato. Infatti, nonostante avessimo preso un accordo con lui"
10,10,10,10,Si,10.0,10,"Buongiorno, volevo segnalare in particolare a due persone che mi sono state, e mi stanno  vicini nell'ultima fase dell'acquisto il Sig *** (venditore) e la Sigra *** (parte amministrativa) ..riconoscendo la loro professionalit"
10,9,9,6,No,,9,La consegna dell autovettura non ha rispecchiano l importanza dell acquisto. :(poco spazio. Autovettura non coperta e personale poco qualificato specifico nella spiegazione del hardware ma inesistente per il resto dei pacchetti optional montati. Venendo d
10,10,10,10,Si,10.0,10,"Tutto ok, Bergamo fantastico"
10,10,10,10,No,,10,"Pienamente soddisfatto della gestione di tutte le fasi, sia di acquisto che di consegna. Grazie a tutti"
10,10,10,10,Si,10.0,9,Non ricordo di aver ricevuto nessun omaggio dell'azienda agricola... Le operazioni di acquisto e le informazioni di cui avevamo bisogno si sono svolte positivamente con il personale
10,10,10,10,No,,10,Se vale anche per l acquisto di una m 1000 competition..allora Avanzo L omaggio dell azienda LA FLORIDA
10,10,10,10,Si,10.0,10,"Da inizio trattativa fino a consegna auto, grazie ai due *** (venditore e consegnatore) è stato un piacere e tutto è andato OK! Grazie a tutti!!!"
10,10,10,10,Si,10.0,10,Personale molto disponibile compreso la direzione seguono molto la clientela
9,10,10,10,No,,10,Non trovo suggerimenti da consigliare
6,9,5,10,Si,7.0,7,"Acquisto effettuato esclusivamente per nostra volontà e convinzione in quanto il consulente alla vendita( consulente???) si è rilevato privo di capacità / conoscenze sotto tutto gli aspetti ( empatia, prodotti , ascolto , mercato ) . Fortunatamente la Si"
10,10,10,10,Si,10.0,10,"Cortesia, precisione e disponibilità sempre. Grazie mille a *** che ci ha seguiti dal primo istante fino alla consegna ."
9,9,9,9,Non necessario,,9,Consiglio a tutti di acquistare con Auto Torino. Tantissima cordialità e professionalità . Grazie per la vostra disponibilità . ***
4,8,5,2,No,,4,Ho acquistato una moto bianca e mi hanno ordinato le borse nere. Ma come si fa a commettere un tale errore?
10,10,10,10,Non necessario,,10,"Ho acquistato numerose vetture con Autotorino e non ho mai avuto problemi, spero che continuiate anche in futuro ad offrire un servizio adeguato"
10,10,10,10,No,,10,"Fornire al cliente un DVD dove spiega il corretto funzionamento di tutte le funzioni dei vari pulsanti , guida ecc. Della vettura acquistata. È vero che chi ti consegna la vettura con competenza e gentilezza  ti spiega il tutto , ma , l'euforia dell'avere"
9,10,10,9,No,,10,Migliorerei la comunicazione con i venditori. Alcune volte ho dovuto chiamare più volte sia al telefono fisso che sul cellulare del venditore per poterlo trovare. Non sempre si ha il tempo di effettuare mille telefonate. Aumenterei invece le tempistiche
10,10,10,10,Non necessario,,10,Complimenti per la professionalità a: *** e *** oltre le ragazze delle reception.
10,10,10,10,Si,10.0,10,"Personale molto cortese e professionale nel gestire i rapporti col cliente; va sottolineata la preparazione nel fornire tutti i dettagli essenziali, la disponibilità a rispondere a dubbi e chiarimenti, ed il rispetto mostrato verso il cliente, sempre con"
3,7,5,5,No,,4,Venditori. Non qualificati
9,8,7,10,No,,9,"Sicuramente la fase di consegna è stata un’ottima esperienza, tuttavia la fase di trattativa è da migliorare. Capisco che ci siano degli obiettivi personali per i venditori ma bisogna ascoltare cosa dice il cliente. Alla fine ho contattato BMW Italia e pe"
10,10,10,10,Si,10.0,10,Cortesia e professionalità assoluta da parte di tutto il personale che ci ha supportato durante tutto il processo di acquisto
9,9,9,9,No,,9,"Al momento tutto bene, devo solamente risolvere un paio di problemini e se tutto si risolverà positivamente la valutazione sarà buona. Grazie"
10,10,10,10,Si,10.0,10,"Tutto perfetto, il commerciale professionale preciso e simpatico."
10,10,10,10,Non necessario,,10,*** è stato veramente molto gentile e copetente
9,10,10,10,Si,10.0,10,I formaggi erano scaduti
10,10,10,10,Non necessario,,10,"Grazie a tutti, molto gentili!"
9,9,9,9,Si,9.0,9,È andato tutto bene.
10,10,10,10,No,,9,"Ho acquistato una F800GS con assetto ribassato, requisito indispensabile per la mia statura ed optional che BMW propone come ad un prezzo accettabile. Questa caratteristica mi ha fatto propendere per l'acquisto perché altri brand non l'hanno disponibile."
7,7,7,8,Si,9.0,8,"""Il cliente prima di tutto"" , non mi sembra sia stato un motto che ha contraddistinto la preparazione alla consegna. Mi auguro di cambiare idea ma se ""il buongiorno si vede dal mattino "" sono molto perplesso sulla seria professionalità anche in futuro"
10,10,10,9,,,9,Continuate cosi
10,10,10,10,,,10,Molto professionali. Tutto perfetto.
4,10,10,2,No,,2,"Massima soddisfazione per la cortesia e professionalita di tutto l o staff ma causa lo slittamento della consegna del Autovettura ho perso un mese di Lavoro in quanto NCC, con tutto l aggravio del caso"
10,10,10,10,Non necessario,,10,"Venditore *** molto professionale, preciso, sempre presente al bisogno."
10,10,10,10,Non necessario,,10,Mi sono trovato subito a mio agio col personale Autotorino di Cremona molto gentile disponibile e professionale. Grazie ***.
10,10,10,10,Si,10.0,10,"Ho ricevuto in omaggio un ombrello, che ho molto gradito"
10,10,10,10,Non necessario,,10,"Per ora, tutto perfettissimo (anche se non si dice!). Grazoe a tutti !!!"
10,10,10,10,No,,10,Nulla da dire eccetto che 4 anni fa non no potuto andare al agri turismo a Sondrio ma molto presto ci andro grazie a tutto lo staff di auto Torino e ormai per me e la terza auto che compro e vuole dire qualcosa o mi sbaglio siete bravi e in gamba comlimen
10,10,10,10,Si,10.0,10,"Continuate così, personale professionale e amichevole che fa sentire a proprio agio la clientela. Siete un top team"
10,1,10,10,Si,10.0,10,Soddisfattissimo per tutto
8,9,7,6,No,,8,"Suggerisco di fare il controllo dell'usato prima di chiudere il contratto, poiché non ha senso Una volta che il cliente ha pagato quello che è stato richiesto dire che ci sono problemi con l'auto data dentro"
9,9,9,5,No,,8,"Desidero ringraziare per la disponibilità e la cortesia dimostrate in fase di consegna. Mi permetto di segnalare, con spirito costruttivo, che la vettura è stata consegnata con il software non aggiornato. Comprendendo la complessità e la ricchezza delle f"
9,10,10,10,Si,10.0,10,"non mi aspettavo in verità tanta professionalità, i ragazzi che mi hanno seguito sono stati super"
10,10,10,10,No,,10,"Bravo *** e brava *** per la consegna, personale della sede di ***"
9,9,9,9,No,,9,"Forse sarebbe più opportuno non inviare, a chi ha acquistato una moto come nel mio caso, un questionario per auto. Comprendo che suggeriate di votare 10 al questionario della BMW (che peraltro è arrivato prima del vostro). Ma a cosa servono i questionari"
